iShares Core S&P Small-Cap ETF,,,,,,,,,,,
Inception Date,"May 22, 2000",,,,,,,,,,
Fund Holdings as of,"Aug 31, 2017",,,,,,,,,,
Total Net Assets,"30,582,327,169.51",,,,,,,,,,
Shares Outstanding,"443,000,000.00",,,,,,,,,,
Stock,-,,,,,,,,,,
Bond,-,,,,,,,,,,
Cash,-,,,,,,,,,,
Other,-,,,,,,,,,,
 ,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
MKSI,MKS INSTRUMENTS INC,Equity,0.63,82.35,2350546.00,"193,567,463.10","193,567,463.10",Information Technology,2404871,US55306N1046,NASDAQ
ALE,ALLETE INC,Equity,0.56,77.33,2206788.00,"170,650,916.04","170,650,916.04",Utilities,B02R1L6,US0185223007,New York Stock Exchange Inc.
HCSG,HEALTHCARE SERVICES INC,Equity,0.53,51.2,3175208.00,"162,570,649.60","162,570,649.60",Industrials,2417619,US4219061086,NASDAQ
SR,SPIRE INC,Equity,0.53,76.5,2099088.00,"160,580,232.00","160,580,232.00",Utilities,BYXJQG9,US84857L1017,New York Stock Exchange Inc.
BCO,BRINKS,Equity,0.51,78.45,1973823.00,"154,846,414.35","154,846,414.35",Industrials,2691305,US1096961040,New York Stock Exchange Inc.
AVA,AVISTA CORP,Equity,0.47,51.4,2789045.00,"143,356,913.00","143,356,913.00",Utilities,2942605,US05379B1070,New York Stock Exchange Inc.
NKTR,NEKTAR THERAPEUTICS,Equity,0.46,21.03,6712794.00,"141,170,057.82","141,170,057.82",Health Care,2454445,US6402681083,NASDAQ
CACI,CACI INTERNATIONAL INC CLASS A,Equity,0.45,129.8,1061231.00,"137,747,783.80","137,747,783.80",Information Technology,2159267,US1271903049,New York Stock Exchange Inc.
CHE,CHEMED CORP,Equity,0.45,197.29,697166.00,"137,543,880.14","137,543,880.14",Health Care,2190084,US16359R1032,New York Stock Exchange Inc.
LITE,LUMENTUM HOLDINGS INC,Equity,0.45,56.85,2408942.00,"136,948,352.70","136,948,352.70",Information Technology,BYM9ZP2,US55024U1097,NASDAQ
B,BARNES GROUP INC,Equity,0.44,62.52,2165163.00,"135,365,990.76","135,365,990.76",Industrials,2080732,US0678061096,New York Stock Exchange Inc.
IART,INTEGRA LIFESCIENCES HOLDINGS CORP,Equity,0.44,50.99,2639083.00,"134,566,842.17","134,566,842.17",Health Care,2248693,US4579852082,NASDAQ
EVR,EVERCORE INC CLASS A,Equity,0.44,75.45,1780200.00,"134,316,090.00","134,316,090.00",Financials,B1BHXZ2,US29977A1051,New York Stock Exchange Inc.
STL,STERLING BAN,Equity,0.43,22.45,5870884.00,"131,801,345.80","131,801,345.80",Financials,BFNXVB8,US85917A1007,New York Stock Exchange Inc.
EGP,EASTGROUP PROPERTIES REIT INC,Equity,0.43,88.86,1478900.00,"131,415,054.00","131,415,054.00",Real Estate,2455761,US2772761019,New York Stock Exchange Inc.
STMP,STAMPS.COM INC,Equity,0.43,191.25,682940.00,"130,612,275.00","130,612,275.00",Information Technology,B013D75,US8528572006,NASDAQ
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Equity,0.43,41.93,3097629.00,"129,883,583.97","129,883,583.97",Financials,B1WT4X2,US45841N1072,NASDAQ
SAFM,SANDERSON FARMS INC,Equity,0.42,147.52,873402.00,"128,844,263.04","128,844,263.04",Consumer Staples,2774336,US8000131040,NASDAQ
CMD,CANTEL MEDICAL CORP,Equity,0.42,81.25,1575274.00,"127,991,012.50","127,991,012.50",Health Care,2188153,US1380981084,New York Stock Exchange Inc.
SIGI,SELECTIVE INSURANCE GROUP INC,Equity,0.42,50.4,2536907.00,"127,860,112.80","127,860,112.80",Financials,2766173,US8163001071,NASDAQ
AEIS,ADVANCED ENERGY INDUSTRIES INC,Equity,0.42,73.54,1731626.00,"127,343,776.04","127,343,776.04",Information Technology,2049175,US0079731008,NASDAQ
DAR,DARLING INGREDIENTS INC,Equity,0.41,17.4,7165098.00,"124,672,705.20","124,672,705.20",Consumer Staples,2250289,US2372661015,New York Stock Exchange Inc.
SJI,S JERSEY INDS INC,Equity,0.41,35.88,3463279.00,"124,262,450.52","124,262,450.52",Utilities,2825933,US8385181081,New York Stock Exchange Inc.
VAC,MARRIOTT VACATIONS WORLDWIDE CORP,Equity,0.41,116.36,1065912.00,"124,029,520.32","124,029,520.32",Consumer Discretionary,B45K9N8,US57164Y1073,New York Stock Exchange Inc.
FCFS,FIRSTCASH INC,Equity,0.4,58.7,2107092.00,"123,686,300.40","123,686,300.40",Financials,BZCG9B4,US33767D1054,New York Stock Exchange Inc.
PRA,PROASSURANCE CORP,Equity,0.4,53.25,2321258.00,"123,606,988.50","123,606,988.50",Financials,2612737,US74267C1062,New York Stock Exchange Inc.
SANM,SANMINA CORP,Equity,0.4,37.45,3295058.00,"123,399,922.10","123,399,922.10",Information Technology,B92RRW2,US8010561020,NASDAQ
