iShares Core S&P Small-Cap ETF,,,,,,,,,,,
Inception Date,"May 22, 2000",,,,,,,,,,
Fund Holdings as of,"Dec 29, 2017",,,,,,,,,,
Total Net Assets,"36,249,284,049.89",,,,,,,,,,
Shares Outstanding,"472,050,000.00",,,,,,,,,,
Stock,-,,,,,,,,,,
Bond,-,,,,,,,,,,
Cash,-,,,,,,,,,,
Other,-,,,,,,,,,,
 ,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
NKTR,NEKTAR THERAPEUTICS,Equity,1.2,59.72,7246028.00,"432,732,792.16","432,732,792.16",Health Care,2454445,US6402681083,NASDAQ
CHE,CHEMED CORP,Equity,0.5,243.02,736260.00,"178,925,905.20","178,925,905.20",Health Care,2190084,US16359R1032,New York Stock Exchange Inc.
HCSG,HEALTHCARE SERVICES INC,Equity,0.49,52.72,3380303.00,"178,209,574.16","178,209,574.16",Industrials,2417619,US4219061086,NASDAQ
ALE,ALLETE INC,Equity,0.49,74.36,2356154.00,"175,203,611.44","175,203,611.44",Utilities,B02R1L6,US0185223007,New York Stock Exchange Inc.
CMD,CANTEL MEDICAL CORP,Equity,0.47,102.87,1645988.00,"169,322,785.56","169,322,785.56",Health Care,2188153,US1380981084,New York Stock Exchange Inc.
FIVE,FIVE BELOW INC,Equity,0.47,66.32,2546025.00,"168,852,378.00","168,852,378.00",Consumer Discretionary,B85KFY9,US33829M1018,NASDAQ
SR,SPIRE INC,Equity,0.46,75.15,2233318.00,"167,833,847.70","167,833,847.70",Utilities,BYXJQG9,US84857L1017,New York Stock Exchange Inc.
JBT,JOHN BEAN TECHNOLOGIES CORP,Equity,0.45,110.8,1454166.00,"161,121,592.80","161,121,592.80",Industrials,B3BRJZ8,US4778391049,New York Stock Exchange Inc.
EVR,EVERCORE INC CLASS A,Equity,0.45,90,1789613.00,"161,065,170.00","161,065,170.00",Financials,B1BHXZ2,US29977A1051,New York Stock Exchange Inc.
SIGI,SELECTIVE INSURANCE GROUP INC,Equity,0.44,58.7,2706430.00,"158,867,441.00","158,867,441.00",Financials,2766173,US8163001071,NASDAQ
PDCE,PDC ENERGY INC,Equity,0.44,51.54,3048201.00,"157,104,279.54","157,104,279.54",Energy,B89M5F2,US69327R1014,NASDAQ
AVA,AVISTA CORP,Equity,0.43,51.49,2984537.00,"153,673,810.13","153,673,810.13",Utilities,2942605,US05379B1070,New York Stock Exchange Inc.
CACI,CACI INTERNATIONAL INC CLASS A,Equity,0.42,132.35,1141405.00,"151,064,951.75","151,064,951.75",Information Technology,2159267,US1271903049,New York Stock Exchange Inc.
ICUI,ICU MEDICAL INC,Equity,0.42,216,695615.00,"150,252,840.00","150,252,840.00",Health Care,2451918,US44930G1076,NASDAQ
LCII,LCI INDUSTRIES,Equity,0.42,130,1153424.00,"149,945,120.00","149,945,120.00",Consumer Discretionary,BYQ44Y5,US50189K1034,New York Stock Exchange Inc.
TREX,TREX INC,Equity,0.41,108.39,1359211.00,"147,324,880.29","147,324,880.29",Industrials,2483074,US89531P1057,New York Stock Exchange Inc.
VAC,MARRIOTT VACATIONS WORLDWIDE CORP,Equity,0.41,135.21,1087897.00,"147,094,553.37","147,094,553.37",Consumer Discretionary,B45K9N8,US57164Y1073,New York Stock Exchange Inc.
FCFS,FIRSTCASH INC,Equity,0.41,67.45,2177112.00,"146,846,204.40","146,846,204.40",Financials,BZCG9B4,US33767D1054,New York Stock Exchange Inc.
COLB,COLUMBIA BANKING SYSTEM INC,Equity,0.41,43.44,3378465.00,"146,760,519.60","146,760,519.60",Financials,2176608,US1972361026,NASDAQ
ASGN,ON ASSIGNMENT INC,Equity,0.4,64.27,2255843.00,"144,983,029.61","144,983,029.61",Industrials,2658720,US6821591087,New York Stock Exchange Inc.
NEOG,NEOGEN CORP,Equity,0.4,82.21,1758178.00,"144,539,813.38","144,539,813.38",Health Care,2630085,US6404911066,NASDAQ
B,BARNES GROUP INC,Equity,0.4,63.27,2279274.00,"144,209,665.98","144,209,665.98",Industrials,2080732,US0678061096,New York Stock Exchange Inc.
GBCI,GLACIER BANCORP INC,Equity,0.39,39.39,3614259.00,"142,365,662.01","142,365,662.01",Financials,2370585,US37637Q1058,NASDAQ
PRA,PROASSURANCE CORP,Equity,0.39,57.15,2476403.00,"141,526,431.45","141,526,431.45",Financials,2612737,US74267C1062,New York Stock Exchange Inc.
HAE,HAEMONETICS CORP,Equity,0.39,58.08,2435970.00,"141,481,137.60","141,481,137.60",Health Care,2401195,US4050241003,New York Stock Exchange Inc.
STMP,STAMPS.COM INC,Equity,0.39,188,751975.00,"141,371,300.00","141,371,300.00",Information Technology,B013D75,US8528572006,NASDAQ
EGP,EASTGROUP PROPERTIES REIT INC,Equity,0.39,88.38,1596582.00,"141,105,917.16","141,105,917.16",Real Estate,2455761,US2772761019,New York Stock Exchange Inc.
