iShares Core S&P Small-Cap ETF,,,,,,,,,,,
Inception Date,"May 22, 2000",,,,,,,,,,
Fund Holdings as of,"Apr 28, 2017",,,,,,,,,,
Total Net Assets,"29,989,126,969.20",,,,,,,,,,
Shares Outstanding,"429,350,000.00",,,,,,,,,,
Stock,-,,,,,,,,,,
Bond,-,,,,,,,,,,
Cash,-,,,,,,,,,,
Other,-,,,,,,,,,,
 ,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
MKSI,MKS INSTRUMENTS INC,Equity,0.59,78.25,2261965.00,"176,998,761.25","176,998,761.25",Information Technology,2404871,US55306N1046,NASDAQ
BLKB,BLACKBAUD INC,Equity,0.53,80.41,1987347.00,"159,802,572.27","159,802,572.27",Information Technology,2458878,US09227Q1004,NASDAQ
MDSO,MEDIDATA SOLUTIONS INC,Equity,0.5,65.43,2289873.00,"149,826,390.39","149,826,390.39",Health Care,B5424Q0,US58471A1051,NASDAQ
MDCO,MEDICINES,Equity,0.49,49.32,3001510.00,"148,034,473.20","148,034,473.20",Health Care,2616773,US5846881051,NASDAQ
ALE,ALLETE INC,Equity,0.49,69.91,2104529.00,"147,127,622.39","147,127,622.39",Utilities,B02R1L6,US0185223007,New York Stock Exchange Inc.
HCSG,HEALTHCARE SERVICES INC,Equity,0.47,45.91,3062389.00,"140,594,278.99","140,594,278.99",Industrials,2417619,US4219061086,NASDAQ
COR,CORESITE REALTY REIT CORP,Equity,0.47,97.85,1427469.00,"139,677,841.65","139,677,841.65",Real Estate,B3T3VV8,US21870Q1058,New York Stock Exchange Inc.
CHE,CHEMED CORP,Equity,0.46,201.38,686427.00,"138,232,669.26","138,232,669.26",Health Care,2190084,US16359R1032,New York Stock Exchange Inc.
HOMB,HOME BANCSHARES INC,Equity,0.45,25.45,5309154.00,"135,117,969.30","135,117,969.30",Financials,B17MTL9,US4368932004,NASDAQ
STL,STERLING BAN,Equity,0.44,23.25,5703586.00,"132,608,374.50","132,608,374.50",Financials,BFNXVB8,US85917A1007,New York Stock Exchange Inc.
SR,SPIRE INC,Equity,0.44,68.55,1924370.00,"131,915,563.50","131,915,563.50",Utilities,BYXJQG9,US84857L1017,New York Stock Exchange Inc.
PDCE,PDC ENERGY INC,Equity,0.43,55.23,2351516.00,"129,874,228.68","129,874,228.68",Energy,B89M5F2,US69327R1014,NASDAQ
SIGI,SELECTIVE INSURANCE GROUP INC,Equity,0.43,52.8,2450303.00,"129,375,998.40","129,375,998.40",Financials,2766173,US8163001071,NASDAQ
PRA,PROASSURANCE CORP,Equity,0.43,61.9,2073889.00,"128,373,729.10","128,373,729.10",Financials,2612737,US74267C1062,New York Stock Exchange Inc.
SLCA,US SILICA HOLDINGS INC,Equity,0.42,41.5,3066352.00,"127,253,608.00","127,253,608.00",Energy,B7GGNT0,US90346E1038,New York Stock Exchange Inc.
PNFP,PINNACLE FINANCIAL PARTNERS INC,Equity,0.42,64,1968237.00,"125,967,168.00","125,967,168.00",Financials,2675097,US72346Q1040,NASDAQ
SJI,S JERSEY INDS INC,Equity,0.42,37.52,3344640.00,"125,490,892.80","125,490,892.80",Utilities,2825933,US8385181081,New York Stock Exchange Inc.
AEIS,ADVANCED ENERGY INDUSTRIES INC,Equity,0.41,73.8,1655586.00,"122,182,246.80","122,182,246.80",Information Technology,2049175,US0079731008,NASDAQ
HA,HAWAIIAN HOLDINGS INC,Equity,0.41,54.3,2249736.00,"122,160,664.80","122,160,664.80",Industrials,2408044,US4198791018,NASDAQ
NKTR,NEKTAR THERAPEUTICS,Equity,0.41,18.97,6436329.00,"122,097,161.13","122,097,161.13",Health Care,2454445,US6402681083,NASDAQ
EVR,EVERCORE PARTNERS A INC,Equity,0.41,73.75,1649506.00,"121,651,067.50","121,651,067.50",Financials,B1BHXZ2,US29977A1051,New York Stock Exchange Inc.
CACI,CACI INTERNATIONAL INC CLASS A,Equity,0.4,118,1025152.00,"120,967,936.00","120,967,936.00",Information Technology,2159267,US1271903049,New York Stock Exchange Inc.
BGS,B AND G FOODS INC,Equity,0.39,42,2798840.00,"117,551,280.00","117,551,280.00",Consumer Staples,B034L49,US05508R1068,New York Stock Exchange Inc.
JBT,JOHN BEAN TECHNOLOGIES CORP,Equity,0.39,88.65,1324514.00,"117,418,166.10","117,418,166.10",Industrials,B3BRJZ8,US4778391049,New York Stock Exchange Inc.
SANM,SANMINA CORP,Equity,0.39,37.25,3129251.00,"116,564,599.75","116,564,599.75",Information Technology,B92RRW2,US8010561020,NASDAQ
BCO,BRINKS,Equity,0.39,61.4,1898031.00,"116,539,103.40","116,539,103.40",Industrials,2691305,US1096961040,New York Stock Exchange Inc.
B,BARNES GROUP INC,Equity,0.39,54.97,2107184.00,"115,831,904.48","115,831,904.48",Industrials,2080732,US0678061096,New York Stock Exchange Inc.
IART,INTEGRA LIFESCIENCES HOLDINGS CORP,Equity,0.38,45.97,2514078.00,"115,572,165.66","115,572,165.66",Health Care,2248693,US4579852082,NASDAQ
